statecode	datecanvassed	dials	canvassed	ctvs	vbms	vote_plan	week_number	dialer_minutes
NE	2020-09-27	0	0	0	0	0	5	0
NE	2020-09-28	0	0	0	0	0	5	0
NE	2020-09-29	0	0	0	0	0	5	0
NE	2020-09-30	0	0	0	0	0	5	0
NE	2020-10-01	0	0	0	0	0	5	0
NE	2020-10-02	0	0	0	0	0	5	0
NE	2020-10-03	0	0	0	0	0	4	0
NE	2020-10-04	0	0	0	0	0	4	0
NE	2020-10-05	0	0	0	0	0	4	0
NE	2020-10-06	0	0	0	0	0	4	0
NE	2020-10-07	0	0	0	0	0	4	0
NE	2020-10-08	0	0	0	0	0	4	0
NE	2020-10-09	0	0	0	0	0	4	0
NE	2020-10-10	0	0	0	0	0	3	0
NE	2020-10-11	0	0	0	0	0	3	0
NE	2020-10-12	909	43	0	0	0	3	0
NE	2020-10-13	22668	904	0	0	0	3	5122
NE	2020-10-14	28140	1034	0	1	0	3	5464
NE	2020-10-15	0	0	0	0	0	3	0
NE	2020-10-16	0	0	0	0	0	3	0
NE	2020-10-17	198	3	0	0	0	2	0
NE	2020-10-18	48	0	0	0	0	2	0
NE	2020-10-19	0	0	0	0	0	2	0
NE	2020-10-20	68	1	0	0	1	2	0
NE	2020-10-21	1	0	0	0	0	2	0
NE	2020-10-22	0	0	0	0	0	2	0
NE	2020-10-23	0	0	0	0	0	2	0
NE	2020-10-24	13346	251	0	0	185	1	3362
NE	2020-10-25	23958	787	0	0	394	1	4829
NE	2020-10-26	65	0	0	0	0	1	0
NE	2020-10-27	0	0	0	0	0	1	0
NE	2020-10-28	278	4	0	0	2	1	0
NE	2020-10-29	0	0	0	0	0	1	0
NE	2020-10-30	0	0	0	0	0	1	0
NE	2020-10-31	29	0	0	0	0	1	0
NE	2020-11-01	24191	724	0	0	335	1	10275
NE	2020-11-02	316	0	0	0	0	1	0
NE	2020-11-03	9	0	0	0	0	1	0
NH	2020-08-23	10	0	0	0	0	10	0
NH	2020-08-24	22	0	0	0	0	10	0
NH	2020-08-25	0	0	0	0	0	10	0
NH	2020-08-26	0	0	0	0	0	10	0
NH	2020-08-27	0	0	0	0	0	10	0
NH	2020-08-28	0	0	0	0	0	10	0
NH	2020-08-29	0	0	0	0	0	9	0
NH	2020-08-30	0	0	0	0	0	9	0
NH	2020-08-31	1376	0	0	0	0	9	0
NH	2020-09-01	0	0	0	0	0	9	0
NH	2020-09-02	0	0	0	0	0	9	0
NH	2020-09-03	0	0	0	0	0	9	0
NH	2020-09-04	0	0	0	0	0	9	0
NH	2020-09-05	0	0	0	0	0	8	0
NH	2020-09-06	0	0	0	0	0	8	0
NH	2020-09-07	0	0	0	0	0	8	0
NH	2020-09-08	0	0	0	0	0	8	0
NH	2020-09-09	0	0	0	0	0	8	0
NH	2020-09-10	0	0	0	0	0	8	0
NH	2020-09-11	0	0	0	0	0	8	0
NH	2020-09-12	201227	2680	1842	95	0	7	42337
NH	2020-09-13	9875	174	122	8	0	7	0
NH	2020-09-14	725	11	11	0	0	7	0
NH	2020-09-15	0	0	0	0	0	7	0
NH	2020-09-16	0	0	0	0	0	7	0
NH	2020-09-17	0	0	0	0	0	7	0
NH	2020-09-18	0	0	0	0	0	7	0
NH	2020-09-19	0	0	0	0	0	6	0
NH	2020-09-20	0	0	0	0	0	6	0
NH	2020-09-21	0	0	0	0	0	6	0
NH	2020-09-22	0	0	0	0	0	6	0
NH	2020-09-23	0	0	0	0	0	6	0
NH	2020-09-24	0	0	0	0	0	6	0
NH	2020-09-25	0	0	0	0	0	6	0
NH	2020-09-26	0	0	0	0	0	5	0
NH	2020-09-27	0	0	0	0	0	5	0
NH	2020-09-28	0	0	0	0	0	5	0
NH	2020-09-29	0	0	0	0	0	5	0
NH	2020-09-30	0	0	0	0	0	5	0
NH	2020-10-01	0	0	0	0	0	5	0
NH	2020-10-02	0	0	0	0	0	5	0
NH	2020-10-03	10147	380	0	0	0	4	2393
NH	2020-10-04	12472	402	0	0	0	4	2423
NH	2020-10-05	0	0	0	0	0	4	0
NH	2020-10-06	0	0	0	0	0	4	0
NH	2020-10-07	0	0	0	0	0	4	0
NH	2020-10-08	0	0	0	0	0	4	0
NH	2020-10-09	0	0	0	0	0	4	0
NH	2020-10-10	10882	356	0	0	0	3	2364
NH	2020-10-11	15092	420	0	0	0	3	2561
NH	2020-10-12	0	0	0	0	0	3	0
NH	2020-10-13	0	0	0	0	0	3	0
NH	2020-10-14	0	0	0	0	0	3	0
NH	2020-10-15	0	0	0	0	0	3	0
NH	2020-10-16	0	0	0	0	0	3	0
NH	2020-10-17	0	0	0	0	0	2	0
NH	2020-10-18	8993	305	0	0	0	2	1954
NH	2020-10-19	14703	421	0	0	0	2	2139
NH	2020-10-20	17	0	0	0	0	2	0
NH	2020-10-21	514	8	0	0	0	2	0
NH	2020-10-22	0	0	0	0	0	2	0
NH	2020-10-23	0	0	0	0	0	2	0
NH	2020-10-24	8339	165	0	0	129	1	1706
NH	2020-10-25	6495	95	0	0	63	1	1257
NH	2020-10-26	15433	253	0	0	198	1	2352
NH	2020-10-27	0	0	0	0	0	1	0
NH	2020-10-28	1640	40	0	1	27	1	0
NH	2020-10-29	0	0	0	0	0	1	0
NH	2020-10-30	0	0	0	0	0	1	0
NH	2020-10-31	18025	276	0	0	181	1	6849
NH	2020-11-01	278	1	0	0	0	1	0
NH	2020-11-02	21243	305	0	0	206	1	7200
NH	2020-11-03	10	0	0	0	0	1	0
PA	2020-08-15	1866	36	9	1	0	11	0
PA	2020-08-16	210819	4005	2013	338	0	11	0
PA	2020-08-17	229863	4905	2780	428	0	11	0
PA	2020-08-18	1600	34	22	3	0	11	0
PA	2020-08-19	2434	51	25	2	0	11	0
PA	2020-08-20	48211	2540	0	145	0	11	0
PA	2020-08-21	0	0	0	0	0	11	0
PA	2020-08-22	43	1	0	0	0	10	0
PA	2020-08-23	64	1	1	0	0	10	0
PA	2020-08-24	66	1	0	0	0	10	0
PA	2020-08-25	296	7	0	0	0	10	0
PA	2020-08-26	713	25	0	3	0	10	0
PA	2020-08-27	68764	2651	0	128	0	10	0
PA	2020-08-28	97	0	0	0	0	10	0
PA	2020-08-29	503	10	2	0	0	9	0
PA	2020-08-30	0	0	0	0	0	9	0
PA	2020-08-31	109821	1873	1171	107	0	9	77415
PA	2020-09-01	506	6	0	2	0	9	0
PA	2020-09-02	503	3	0	1	0	9	0
PA	2020-09-03	88495	3214	0	140	0	9	0
PA	2020-09-04	471	15	0	1	0	9	0
PA	2020-09-05	23	0	0	0	0	8	0
PA	2020-09-06	0	0	0	0	0	8	0
PA	2020-09-07	8	0	0	0	0	8	0
PA	2020-09-08	170177	3446	2178	193	0	8	32860
PA	2020-09-09	285275	6111	3946	369	0	8	43450
PA	2020-09-10	33680	1726	0	65	0	8	0
PA	2020-09-11	625	12	0	0	0	8	0
PA	2020-09-12	392	20	0	1	0	7	0
PA	2020-09-13	0	0	0	0	0	7	0
PA	2020-09-14	0	0	0	0	0	7	0
PA	2020-09-15	62	1	0	0	0	7	0
PA	2020-09-16	273	3	0	3	0	7	0
PA	2020-09-17	33275	1334	0	50	0	7	0
PA	2020-09-18	406	8	4	1	0	7	0
PA	2020-09-19	170547	2707	1831	64	0	6	76494
PA	2020-09-20	360972	5524	3878	96	0	6	49903
PA	2020-09-21	307561	4553	3139	88	0	6	54562
PA	2020-09-22	212454	3169	2154	55	0	6	33105
PA	2020-09-23	238952	2388	1547	39	0	6	23926
PA	2020-09-24	96929	3706	0	94	0	6	0
PA	2020-09-25	0	0	0	0	0	6	0
PA	2020-09-26	0	0	0	0	0	5	0
PA	2020-09-27	0	0	0	0	0	5	0
PA	2020-09-28	0	0	0	0	0	5	0
PA	2020-09-29	0	0	0	0	0	5	0
PA	2020-09-30	0	0	0	0	0	5	0
PA	2020-10-01	0	0	0	0	0	5	0
PA	2020-10-02	0	0	0	0	0	5	0
PA	2020-10-03	49219	2205	0	0	0	4	14498
PA	2020-10-04	81447	2777	0	0	0	4	16322
PA	2020-10-05	75602	2124	0	1	0	4	14929
PA	2020-10-06	117465	2862	0	0	0	4	17167
PA	2020-10-07	62093	2561	0	0	0	4	15793
PA	2020-10-08	0	0	0	0	0	4	0
PA	2020-10-09	0	0	0	0	0	4	0
PA	2020-10-10	70052	2071	0	0	0	3	13255
PA	2020-10-11	79382	2516	0	0	0	3	15504
PA	2020-10-12	83016	3053	0	0	0	3	17291
PA	2020-10-13	67736	2615	0	1	0	3	16001
PA	2020-10-14	70943	2685	0	0	0	3	14920
PA	2020-10-15	0	0	0	0	0	3	0
PA	2020-10-16	0	0	0	0	0	3	0
PA	2020-10-17	44132	1366	0	0	0	2	11138
PA	2020-10-18	65520	1959	1	0	0	2	12934
PA	2020-10-19	89002	2813	0	0	0	2	16637
PA	2020-10-20	75155	2576	0	0	0	2	13414
PA	2020-10-21	45948	1634	0	0	0	2	12210
PA	2020-10-22	0	0	0	0	0	2	0
PA	2020-10-23	0	0	0	0	0	2	0
PA	2020-10-24	40874	1016	0	0	0	1	11429
PA	2020-10-25	77286	2155	0	0	0	1	11619
PA	2020-10-26	131372	1694	0	1	1266	1	18743
PA	2020-10-27	95979	1324	0	0	960	1	15724
PA	2020-10-28	46858	659	0	0	501	1	10329
PA	2020-10-29	0	0	0	0	0	1	0
PA	2020-10-30	0	0	0	0	0	1	0
PA	2020-10-31	67036	961	0	0	791	1	21066
PA	2020-11-01	134348	1405	0	0	1090	1	23211
PA	2020-11-02	162405	1360	0	0	1112	1	24272
PA	2020-11-03	118763	1378	0	0	523	1	199059
SC	2020-08-22	92402	1988	1343	192	0	10	0
SC	2020-08-23	174120	4213	2821	372	0	10	32989
SC	2020-08-24	18330	211	160	17	0	10	0
SC	2020-08-25	191	0	0	0	0	10	0
SC	2020-08-26	0	0	0	0	0	10	0
SC	2020-08-27	0	0	0	0	0	10	0
SC	2020-08-28	0	0	0	0	0	10	0
SC	2020-08-29	687	17	7	0	0	9	0
SC	2020-08-30	0	0	0	0	0	9	0
SC	2020-08-31	0	0	0	0	0	9	0
SC	2020-09-01	0	0	0	0	0	9	0
SC	2020-09-02	0	0	0	0	0	9	0
SC	2020-09-03	0	0	0	0	0	9	0
SC	2020-09-04	20	0	0	0	0	9	0
SC	2020-09-05	0	0	0	0	0	8	0
SC	2020-09-06	0	0	0	0	0	8	0
SC	2020-09-07	0	0	0	0	0	8	0
SC	2020-09-08	0	0	0	0	0	8	0
SC	2020-09-09	0	0	0	0	0	8	0
SC	2020-09-10	0	0	0	0	0	8	0
SC	2020-09-11	0	0	0	0	0	8	0
SC	2020-09-12	161677	2568	1751	136	0	7	34292
SC	2020-09-13	1826	51	34	4	0	7	0
SC	2020-09-14	0	0	0	0	0	7	0
SC	2020-09-15	8	0	0	0	0	7	0
SC	2020-09-16	0	0	0	0	0	7	0
SC	2020-09-17	0	0	0	0	0	7	0
SC	2020-09-18	0	0	0	0	0	7	0
SC	2020-09-19	0	0	0	0	0	6	0
SC	2020-09-20	0	0	0	0	0	6	0
SC	2020-09-21	0	0	0	0	0	6	0
SC	2020-09-22	0	0	0	0	0	6	0
SC	2020-09-23	0	0	0	0	0	6	0
SC	2020-09-24	0	0	0	0	0	6	0
SC	2020-09-25	0	0	0	0	0	6	0
SC	2020-09-26	0	0	0	0	0	5	0
SC	2020-09-27	0	0	0	0	0	5	0
SC	2020-09-28	0	0	0	0	0	5	0
SC	2020-09-29	0	0	0	0	0	5	0
SC	2020-09-30	0	0	0	0	0	5	0
SC	2020-10-01	0	0	0	0	0	5	0
SC	2020-10-02	0	0	0	0	0	5	0
SC	2020-10-03	0	0	0	0	0	4	0
SC	2020-10-04	0	0	0	0	0	4	0
SC	2020-10-05	0	0	0	0	0	4	0
SC	2020-10-06	0	0	0	0	0	4	0
SC	2020-10-07	0	0	0	0	0	4	0
SC	2020-10-08	0	0	0	0	0	4	0
SC	2020-10-09	0	0	0	0	0	4	0
SC	2020-10-10	0	0	0	0	0	3	0
SC	2020-10-11	0	0	0	0	0	3	0
SC	2020-10-12	0	0	0	0	0	3	0
SC	2020-10-13	75854	2528	0	2	1675	3	20057
SC	2020-10-14	106134	2214	0	2	1253	3	18221
SC	2020-10-15	0	0	0	0	0	3	0
SC	2020-10-16	0	0	0	0	0	3	0
SC	2020-10-17	57107	1303	0	0	591	2	14000
SC	2020-10-18	92569	2327	0	1	1201	2	17163
SC	2020-10-19	103610	2118	0	2	1065	2	18185
SC	2020-10-20	4022	78	0	0	23	2	0
SC	2020-10-21	1659	13	0	0	7	2	0
SC	2020-10-22	0	0	0	0	0	2	0
SC	2020-10-23	0	0	0	0	0	2	0
SC	2020-10-24	0	0	0	0	0	1	0
SC	2020-10-25	0	0	0	0	0	1	0
SC	2020-10-26	5	1	0	0	1	1	0
SC	2020-10-27	0	0	0	0	0	1	0
SC	2020-10-28	0	0	0	0	0	1	0
SC	2020-10-29	0	0	0	0	0	1	0
SC	2020-10-30	0	0	0	0	0	1	0
SC	2020-10-31	111761	1210	0	0	389	1	44573
SC	2020-11-01	859	0	0	0	0	1	0
SC	2020-11-02	65	0	0	0	0	1	0
SC	2020-11-03	7733	184	0	0	37	1	21463
WI	2020-08-15	362	6	4	1	0	11	0
WI	2020-08-16	214958	5322	3072	427	0	11	0
WI	2020-08-17	83183	1945	1017	124	0	11	0
WI	2020-08-18	24	0	0	0	0	11	0
WI	2020-08-19	68	0	0	0	0	11	0
WI	2020-08-20	0	0	0	0	0	11	0
WI	2020-08-21	0	0	0	0	0	11	0
WI	2020-08-22	77640	2008	1122	118	0	10	0
WI	2020-08-23	110976	2418	1377	142	0	10	32455
WI	2020-08-24	768	7	4	0	0	10	0
WI	2020-08-25	479	10	7	1	0	10	0
WI	2020-08-26	29	0	0	0	0	10	0
WI	2020-08-27	0	0	0	0	0	10	0
WI	2020-08-28	0	0	0	0	0	10	0
WI	2020-08-29	0	0	0	0	0	9	0
WI	2020-08-30	20	0	0	0	0	9	0
WI	2020-08-31	0	0	0	0	0	9	0
WI	2020-09-01	0	0	0	0	0	9	0
WI	2020-09-02	78672	1816	1070	95	0	9	18296
WI	2020-09-03	0	0	0	0	0	9	0
WI	2020-09-04	0	0	0	0	0	9	0
WI	2020-09-05	0	0	0	0	0	8	0
WI	2020-09-06	0	0	0	0	0	8	0
WI	2020-09-07	0	0	0	0	0	8	0
WI	2020-09-08	0	0	0	0	0	8	0
WI	2020-09-09	0	0	0	0	0	8	0
WI	2020-09-10	0	0	0	0	0	8	0
WI	2020-09-11	0	0	0	0	0	8	0
WI	2020-09-12	106463	3154	1739	114	0	7	21587
WI	2020-09-13	115586	3218	1806	97	0	7	23016
WI	2020-09-14	4555	102	63	5	0	7	0
WI	2020-09-15	0	0	0	0	0	7	0
WI	2020-09-16	8	0	0	0	0	7	0
WI	2020-09-17	0	0	0	0	0	7	0
WI	2020-09-18	0	0	0	0	0	7	0
WI	2020-09-19	0	0	0	0	0	6	0
WI	2020-09-20	1637	221	186	7	0	6	0
WI	2020-09-21	126171	1732	1072	44	0	6	20797
WI	2020-09-22	110694	1787	1039	40	0	6	21279
WI	2020-09-23	103076	1778	1065	29	0	6	17059
WI	2020-09-24	0	0	0	0	0	6	0
WI	2020-09-25	0	0	0	0	0	6	0
WI	2020-09-26	33790	1186	0	0	0	5	7833
WI	2020-09-27	31835	1006	0	0	0	5	8617
WI	2020-09-28	23661	937	0	0	0	5	7241
WI	2020-09-29	48921	1845	0	0	0	5	9423
WI	2020-09-30	48595	1600	0	0	0	5	9038
WI	2020-10-01	0	0	0	0	0	5	0
WI	2020-10-02	0	0	0	0	0	5	0
WI	2020-10-03	40907	1238	0	0	0	4	7018
WI	2020-10-04	52026	1486	0	0	0	4	8969
WI	2020-10-05	46923	1057	0	1	0	4	7971
WI	2020-10-06	40747	1057	0	0	0	4	9600
WI	2020-10-07	64537	1502	0	0	0	4	8852
WI	2020-10-08	0	0	0	0	0	4	0
WI	2020-10-09	0	0	0	0	0	4	0
WI	2020-10-10	47808	1284	0	3	0	3	7893
WI	2020-10-11	64075	1158	0	2	0	3	8600
WI	2020-10-12	52471	1311	0	0	0	3	9523
WI	2020-10-13	68690	1445	0	0	0	3	8651
WI	2020-10-14	55884	1646	0	0	0	3	8350
WI	2020-10-15	0	0	0	0	0	3	0
WI	2020-10-16	0	0	0	0	0	3	0
WI	2020-10-17	42837	671	0	0	0	2	5596
WI	2020-10-18	73136	1060	0	0	0	2	7961
WI	2020-10-19	59496	1338	0	5	1055	2	9743
WI	2020-10-20	49674	870	0	2	609	2	8295
WI	2020-10-21	38996	711	0	1	475	2	7274
WI	2020-10-22	0	0	0	0	0	2	0
WI	2020-10-23	0	0	0	0	0	2	0
WI	2020-10-24	12149	255	0	4	155	1	4916
WI	2020-10-25	25333	431	0	0	299	1	3570
WI	2020-10-26	78113	1378	0	0	782	1	9823
WI	2020-10-27	66037	1052	0	0	578	1	8050
WI	2020-10-28	56488	873	0	0	525	1	8118
WI	2020-10-29	0	0	0	0	0	1	0
WI	2020-10-30	0	0	0	0	0	1	0
WI	2020-10-31	51817	906	0	0	505	1	12304
WI	2020-11-01	85412	979	0	0	526	1	14166
WI	2020-11-02	91894	1052	0	0	688	1	14367
WI	2020-11-03	74398	1011	0	0	233	1	105189
AL	2020-08-15	0	0	0	0	0	0	0
AL	2020-08-16	0	0	0	0	0	0	0
AL	2020-08-17	0	0	0	0	0	0	0
AL	2020-08-18	0	0	0	0	0	0	0
AL	2020-08-19	0	0	0	0	0	0	0
AL	2020-08-20	0	0	0	0	0	0	0
AL	2020-08-21	0	0	0	0	0	0	0
AL	2020-08-22	0	0	0	0	0	0	0
AL	2020-08-23	0	0	0	0	0	0	0
AL	2020-08-24	0	0	0	0	0	0	0
AL	2020-08-25	0	0	0	0	0	0	0
CO	2020-08-15	0	0	0	0	0	0	0
CO	2020-08-16	0	0	0	0	0	0	0
CO	2020-08-17	0	0	0	0	0	0	0
CO	2020-08-18	0	0	0	0	0	0	0
FL	2020-08-15	0	0	0	0	0	0	0
FL	2020-08-16	0	0	0	0	0	0	0
FL	2020-08-17	0	0	0	0	0	0	0
IA	2020-08-15	0	0	0	0	0	0	0
IA	2020-08-16	0	0	0	0	0	0	0
IA	2020-08-17	0	0	0	0	0	0	0
IA	2020-08-18	0	0	0	0	0	0	0
KS	2020-08-15	0	0	0	0	0	0	0
KS	2020-08-16	0	0	0	0	0	0	0
KS	2020-08-17	0	0	0	0	0	0	0
KS	2020-08-18	0	0	0	0	0	0	0
KS	2020-08-19	0	0	0	0	0	0	0
KS	2020-08-20	0	0	0	0	0	0	0
KS	2020-08-21	0	0	0	0	0	0	0
KS	2020-08-22	0	0	0	0	0	0	0
KS	2020-08-23	0	0	0	0	0	0	0
KS	2020-08-24	0	0	0	0	0	0	0
KS	2020-08-25	0	0	0	0	0	0	0
KS	2020-08-26	0	0	0	0	0	0	0
KS	2020-08-27	0	0	0	0	0	0	0
KS	2020-08-28	0	0	0	0	0	0	0
KS	2020-08-29	0	0	0	0	0	0	0
KY	2020-08-15	0	0	0	0	0	0	0
KY	2020-08-16	0	0	0	0	0	0	0
KY	2020-08-17	0	0	0	0	0	0	0
KY	2020-08-18	0	0	0	0	0	0	0
KY	2020-08-19	0	0	0	0	0	0	0
KY	2020-08-20	0	0	0	0	0	0	0
KY	2020-08-21	0	0	0	0	0	0	0
KY	2020-08-22	0	0	0	0	0	0	0
KY	2020-08-23	0	0	0	0	0	0	0
KY	2020-08-24	0	0	0	0	0	0	0
KY	2020-08-25	0	0	0	0	0	0	0
KY	2020-08-26	0	0	0	0	0	0	0
KY	2020-08-27	0	0	0	0	0	0	0
KY	2020-08-28	0	0	0	0	0	0	0
KY	2020-08-29	0	0	0	0	0	0	0
KY	2020-08-30	0	0	0	0	0	0	0
KY	2020-08-31	0	0	0	0	0	0	0
ME	2020-08-15	0	0	0	0	0	0	0
ME	2020-08-16	0	0	0	0	0	0	0
ME	2020-08-17	0	0	0	0	0	0	0
ME	2020-08-18	0	0	0	0	0	0	0
ME	2020-08-19	0	0	0	0	0	0	0
ME	2020-08-20	0	0	0	0	0	0	0
ME	2020-08-21	0	0	0	0	0	0	0
MN	2020-08-15	0	0	0	0	0	0	0
MN	2020-08-16	0	0	0	0	0	0	0
MN	2020-08-17	0	0	0	0	0	0	0
MN	2020-08-18	0	0	0	0	0	0	0
MN	2020-08-19	0	0	0	0	0	0	0
MN	2020-08-20	0	0	0	0	0	0	0
MN	2020-08-21	0	0	0	0	0	0	0
MN	2020-08-22	0	0	0	0	0	0	0
MN	2020-08-23	0	0	0	0	0	0	0
MN	2020-08-24	0	0	0	0	0	0	0
MN	2020-08-25	0	0	0	0	0	0	0
MN	2020-08-26	0	0	0	0	0	0	0
MN	2020-08-27	0	0	0	0	0	0	0
MN	2020-08-28	0	0	0	0	0	0	0
MN	2020-08-29	0	0	0	0	0	0	0
MN	2020-08-30	0	0	0	0	0	0	0
MN	2020-08-31	0	0	0	0	0	0	0
MN	2020-09-01	0	0	0	0	0	0	0
MN	2020-09-02	0	0	0	0	0	0	0
MN	2020-09-03	0	0	0	0	0	0	0
MN	2020-09-04	0	0	0	0	0	0	0
MN	2020-09-05	0	0	0	0	0	0	0
MN	2020-09-06	0	0	0	0	0	0	0
MN	2020-09-07	0	0	0	0	0	0	0
MN	2020-09-08	0	0	0	0	0	0	0
MN	2020-09-09	0	0	0	0	0	0	0
MN	2020-09-10	0	0	0	0	0	0	0
MN	2020-09-11	0	0	0	0	0	0	0
MN	2020-09-12	0	0	0	0	0	0	0
MN	2020-09-13	0	0	0	0	0	0	0
MN	2020-09-14	0	0	0	0	0	0	0
MN	2020-09-15	0	0	0	0	0	0	0
MN	2020-09-16	0	0	0	0	0	0	0
MN	2020-09-17	0	0	0	0	0	0	0
MN	2020-09-18	0	0	0	0	0	0	0
MN	2020-10-01	0	0	0	0	0	0	0
MN	2020-10-02	0	0	0	0	0	0	0
MN	2020-10-03	0	0	0	0	0	0	0
MN	2020-10-04	0	0	0	0	0	0	0
MN	2020-10-05	0	0	0	0	0	0	0
MN	2020-10-06	0	0	0	0	0	0	0
MN	2020-10-07	0	0	0	0	0	0	0
MN	2020-10-08	0	0	0	0	0	0	0
MN	2020-10-09	0	0	0	0	0	0	0
MN	2020-10-10	0	0	0	0	0	0	0
MN	2020-10-11	0	0	0	0	0	0	0
MN	2020-10-12	0	0	0	0	0	0	0
MN	2020-10-13	0	0	0	0	0	0	0
MN	2020-10-14	0	0	0	0	0	0	0
MN	2020-10-15	0	0	0	0	0	0	0
MN	2020-10-16	0	0	0	0	0	0	0
MN	2020-10-17	0	0	0	0	0	0	0
MN	2020-10-18	0	0	0	0	0	0	0
MN	2020-10-19	0	0	0	0	0	0	0
MN	2020-10-20	0	0	0	0	0	0	0
MN	2020-10-21	0	0	0	0	0	0	0
MN	2020-10-22	0	0	0	0	0	0	0
MN	2020-10-23	0	0	0	0	0	0	0
MN	2020-10-24	0	0	0	0	0	0	0
MN	2020-10-25	0	0	0	0	0	0	0
MN	2020-10-26	0	0	0	0	0	0	0
MN	2020-10-27	0	0	0	0	0	0	0
MN	2020-10-28	0	0	0	0	0	0	0
MN	2020-10-29	0	0	0	0	0	0	0
MN	2020-10-30	0	0	0	0	0	0	0
MN	2020-10-31	0	0	0	0	0	0	0
MN	2020-11-01	0	0	0	0	0	0	0
MN	2020-11-02	0	0	0	0	0	0	0
MN	2020-11-03	0	0	0	0	0	0	0
MT	2020-08-15	0	0	0	0	0	0	0
MT	2020-08-16	0	0	0	0	0	0	0
MT	2020-08-17	0	0	0	0	0	0	0
MT	2020-08-18	0	0	0	0	0	0	0
MT	2020-08-19	0	0	0	0	0	0	0
MT	2020-08-20	0	0	0	0	0	0	0
MT	2020-08-21	0	0	0	0	0	0	0
MT	2020-08-22	0	0	0	0	0	0	0
MT	2020-08-23	0	0	0	0	0	0	0
MT	2020-08-24	0	0	0	0	0	0	0
NC	2020-08-15	0	0	0	0	0	0	0
NC	2020-08-16	0	0	0	0	0	0	0
NC	2020-08-17	0	0	0	0	0	0	0
NE	2020-08-15	0	0	0	0	0	0	0
NE	2020-08-16	0	0	0	0	0	0	0
NE	2020-08-17	0	0	0	0	0	0	0
NH	2020-08-15	0	0	0	0	0	0	0
NH	2020-08-16	0	0	0	0	0	0	0
NH	2020-08-17	0	0	0	0	0	0	0
NH	2020-08-18	0	0	0	0	0	0	0
NH	2020-08-19	0	0	0	0	0	0	0
NH	2020-08-20	0	0	0	0	0	0	0
NH	2020-08-21	0	0	0	0	0	0	0
NH	2020-08-22	0	0	0	0	0	0	0
SC	2020-08-15	0	0	0	0	0	0	0
SC	2020-08-16	0	0	0	0	0	0	0
SC	2020-08-17	0	0	0	0	0	0	0
SC	2020-08-18	0	0	0	0	0	0	0
SC	2020-08-19	0	0	0	0	0	0	0
SC	2020-08-20	0	0	0	0	0	0	0
SC	2020-08-21	0	0	0	0	0	0	0
